InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
549023,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,4/5/2011 16:27,2.46,,United Kingdom
538369,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,12/12/2010 11:06,3.75,17251.0,United Kingdom
569700,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5,10/5/2011 15:56,0.83,,United Kingdom
562580,22423,REGENCY CAKESTAND 3 TIER,1,8/7/2011 13:31,12.75,14024.0,United Kingdom
563848,22978,PANTRY ROLLING PIN,6,8/19/2011 14:57,3.75,14911.0,EIRE
574950,22547,MINI JIGSAW DINOSAUR ,1,11/8/2011 9:29,0.83,,United Kingdom
537638,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,12/7/2010 15:28,8.47,,United Kingdom
577816,84991,60 TEATIME FAIRY CAKE CASES,24,11/22/2011 9:17,0.55,18139.0,United Kingdom
537415,22960,JAM MAKING SET WITH JARS,6,12/6/2010 15:09,4.25,16654.0,United Kingdom
577358,22980,PANTRY SCRUBBING BRUSH,1,11/18/2011 15:59,3.29,,United Kingdom
565840,20724,RED RETROSPOT CHARLOTTE BAG,1,9/7/2011 12:02,1.63,,United Kingdom
558774,20986,BLUE CALCULATOR RULER,2,7/4/2011 10:17,0.83,,United Kingdom
568701,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,9/28/2011 15:07,0.85,13924.0,United Kingdom
570459,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,10/10/2011 15:42,2.95,15801.0,United Kingdom
561042,21931,JUMBO STORAGE BAG SUKI,10,7/24/2011 12:18,2.08,16305.0,United Kingdom
564140,84006,MAGIC TREE -PAPER FLOWERS,12,8/23/2011 11:47,0.85,12621.0,Germany
566320,22866,HAND WARMER SCOTTY DOG DESIGN,12,9/12/2011 11:41,2.1,13983.0,United Kingdom
570679,22274,FELTCRAFT DOLL EMILY,6,10/11/2011 15:26,2.95,17769.0,United Kingdom
572657,22624,IVORY KITCHEN SCALES,2,10/25/2011 12:27,8.5,15615.0,United Kingdom
580833,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,12/6/2011 11:41,2.95,16764.0,United Kingdom
563626,22754,SMALL RED BABUSHKA NOTEBOOK ,12,8/18/2011 10:31,0.85,16187.0,United Kingdom
571716,23209,LUNCH BAG VINTAGE DOILY ,1,10/18/2011 17:05,4.13,,United Kingdom
580044,23691,WRAP KEEP CALM BIRTHDAY,25,12/1/2011 12:36,0.42,14869.0,United Kingdom
572859,23492,VINTAGE JINGLE BELLS WREATH,1,10/26/2011 12:39,8.25,16418.0,United Kingdom
578346,22156,HEART DECORATION WITH PEARLS ,36,11/24/2011 9:24,0.85,15270.0,United Kingdom
547830,22083,PAPER CHAIN KIT RETROSPOT,3,3/25/2011 15:50,5.79,,United Kingdom
573927,21876,POTTERING MUG,12,11/2/2011 9:59,1.65,13890.0,United Kingdom
581404,23320,GIANT 50'S CHRISTMAS CRACKER,3,12/8/2011 13:47,1.25,13680.0,United Kingdom
539488,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/20/2010 9:37,3.75,12377.0,Switzerland
555728,21868,POTTING SHED TEA MUG,1,6/6/2011 16:41,1.25,17252.0,United Kingdom
547202,22726,ALARM CLOCK BAKELIKE GREEN,1,3/21/2011 13:38,3.75,17841.0,United Kingdom
541424,21031,SPACE CADET BLACK,1,1/17/2011 17:57,0.83,,United Kingdom
551414,23163,REGENCY SUGAR TONGS,8,4/28/2011 13:35,2.49,15622.0,United Kingdom
578079,23470,CARD HOLDER LOVE BIRD LARGE ,2,11/22/2011 16:26,6.25,13985.0,United Kingdom
578373,22090,PAPER BUNTING RETROSPOT,6,11/24/2011 11:19,2.95,17451.0,United Kingdom
550137,21257,VICTORIAN SEWING BOX MEDIUM,2,4/14/2011 13:59,7.95,12477.0,Germany
560025,22662,LUNCH BAG DOLLY GIRL DESIGN,1,7/14/2011 13:00,1.65,18283.0,United Kingdom
542868,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2/1/2011 12:25,6.45,16419.0,United Kingdom
572513,22467,GUMBALL COAT RACK,2,10/24/2011 14:36,2.55,16728.0,United Kingdom
551171,23131,MISTLETOE HEART WREATH CREAM,1,4/26/2011 16:45,4.15,13263.0,United Kingdom
559826,22487,WHITE WOOD GARDEN PLANT LADDER,4,7/13/2011 8:48,8.5,13420.0,United Kingdom
554694,82580,BATHROOM METAL SIGN,1,5/25/2011 17:06,1.25,,United Kingdom
569694,23320,GIANT 50'S CHRISTMAS CRACKER,36,10/5/2011 15:24,2.89,17735.0,United Kingdom
538155,21907,I'M ON HOLIDAY METAL SIGN,1,12/9/2010 16:52,2.1,16907.0,United Kingdom
560434,23298,SPOTTY BUNTING,2,7/18/2011 15:56,10.79,,United Kingdom
577488,23041,PAPER LANTERN 9 POINT SNOW STAR,4,11/20/2011 12:00,4.15,13090.0,United Kingdom
540412,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,1/7/2011 10:27,4.95,13842.0,United Kingdom
565288,23135,?,101,9/2/2011 11:43,0.0,,United Kingdom
546426,21174,POTTERING IN THE SHED METAL SIGN,1,3/13/2011 13:46,2.08,13708.0,United Kingdom
565439,21754,HOME BUILDING BLOCK WORD,3,9/4/2011 13:56,6.25,14852.0,United Kingdom
549248,20803,SMALL PINK GLASS SUNDAE DISH,36,4/7/2011 12:04,0.39,13892.0,United Kingdom
C567767,22925,BLUE GIANT GARDEN THERMOMETER,-4,9/22/2011 10:58,5.95,17460.0,United Kingdom
575499,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,11/10/2011 9:56,1.65,16003.0,United Kingdom
542600,21258,VICTORIAN SEWING BOX LARGE,1,1/30/2011 11:11,12.75,16923.0,United Kingdom
567656,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,4,9/21/2011 14:40,4.13,14096.0,United Kingdom
581238,22659,LUNCH BOX I LOVE LONDON,1,12/8/2011 10:53,4.13,,United Kingdom
537794,22667,RECIPE BOX RETROSPOT ,2,12/8/2010 13:01,2.95,16713.0,United Kingdom
580615,23552,BICYCLE PUNCTURE REPAIR KIT ,12,12/5/2011 12:05,2.08,16873.0,United Kingdom
563848,22621,TRADITIONAL KNITTING NANCY,12,8/19/2011 14:57,1.65,14911.0,EIRE
575726,22575,METAL MERRY CHRISTMAS WREATH,4,11/10/2011 19:12,1.95,16791.0,United Kingdom
559337,90206C,CRYSTAL DIAMANTE STAR BROOCH,1,7/7/2011 16:27,4.98,,United Kingdom
544450,22525,CHILDRENS GARDEN GLOVES PINK,20,2/20/2011 12:23,1.25,17811.0,United Kingdom
541421,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,5,1/17/2011 17:44,0.83,,United Kingdom
561209,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2,7/25/2011 16:57,3.29,,United Kingdom
555510,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,6/3/2011 17:09,3.29,,United Kingdom
C552406,22625,RED KITCHEN SCALES,-1,5/9/2011 12:39,7.65,12709.0,Germany
565841,22464,HANGING METAL HEART LANTERN,20,9/7/2011 12:04,3.29,,United Kingdom
567386,22551,PLASTERS IN TIN SPACEBOY,12,9/20/2011 10:38,1.65,17863.0,United Kingdom
569360,23284,DOORMAT KEEP CALM AND COME IN,1,10/3/2011 14:59,8.25,14653.0,United Kingdom
551812,22752,SET 7 BABUSHKA NESTING BOXES,2,5/4/2011 11:39,8.5,15527.0,United Kingdom
557442,23188,VINTAGE  2 METER FOLDING RULER,1,6/20/2011 12:53,1.65,14808.0,United Kingdom
548792,82551,LAUNDRY 15C METAL SIGN,1,4/4/2011 12:42,1.45,14711.0,United Kingdom
572549,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,34,10/24/2011 17:03,0.39,,United Kingdom
541422,85180B,PINK HEARTS LIGHT CHAIN ,1,1/17/2011 17:48,2.46,,United Kingdom
577806,21429,RED GINGHAM ROSE JEWELLERY BOX,8,11/22/2011 8:20,1.95,12963.0,United Kingdom
572317,22818,CARD CHRISTMAS VILLAGE,12,10/23/2011 16:13,0.42,14629.0,United Kingdom
541965,21507,"ELEPHANT, BIRTHDAY CARD, ",12,1/24/2011 13:27,0.42,12625.0,Germany
541279,22132,RED LOVE HEART SHAPE CUP,12,1/17/2011 11:55,0.85,18223.0,United Kingdom
537823,22312,OFFICE MUG WARMER POLKADOT,2,12/8/2010 14:25,5.91,,United Kingdom
577358,20726,LUNCH BAG WOODLAND,1,11/18/2011 15:59,4.13,,United Kingdom
539958,90214E,"LETTER ""E"" BLING KEY RING",3,12/23/2010 13:26,0.85,,United Kingdom
552864,23254,CHILDRENS CUTLERY DOLLY GIRL ,6,5/11/2011 17:13,4.15,13235.0,United Kingdom
537638,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,12/7/2010 15:28,7.62,,United Kingdom
560883,21905,MORE BUTTER METAL SIGN ,48,7/21/2011 16:10,0.79,13694.0,United Kingdom
540352,22839,3 TIER CAKE TIN GREEN AND CREAM,1,1/6/2011 14:27,29.79,,United Kingdom
577400,23203,JUMBO BAG VINTAGE DOILY ,10,11/18/2011 17:20,2.08,16201.0,United Kingdom
553901,82582,AREA PATROLLED METAL SIGN,12,5/19/2011 17:48,2.1,14911.0,EIRE
570517,22333,RETROSPOT PARTY BAG + STICKER SET,8,10/11/2011 10:41,1.65,13971.0,United Kingdom
565917,21832,CHOCOLATE CALCULATOR,1,9/7/2011 16:15,3.29,,United Kingdom
539436,22149,FELTCRAFT 6 FLOWER FRIENDS,1,12/17/2010 14:49,4.21,,United Kingdom
576617,21088,SET/6 FRUIT SALAD PAPER CUPS,10,11/15/2011 16:57,0.83,,United Kingdom
550835,22189,CREAM HEART CARD HOLDER,1,4/21/2011 10:52,3.95,15034.0,United Kingdom
539451,21704,BAG 250g SWIRLY MARBLES,2,12/17/2010 16:59,1.66,,United Kingdom
575930,20711,JUMBO BAG TOYS ,4,11/11/2011 17:58,4.13,,United Kingdom
558126,22457,NATURAL SLATE HEART CHALKBOARD ,12,6/27/2011 10:29,2.95,15482.0,United Kingdom
566757,90129A,PINK GLASS TASSLE BAG CHARM ,1,9/14/2011 15:54,1.63,,United Kingdom
564358,22863,SOAP DISH BROCANTE,4,8/24/2011 16:00,2.95,17869.0,United Kingdom
552803,82581,TOILET METAL SIGN,6,5/11/2011 12:32,0.55,14573.0,United Kingdom
560711,22417,PACK OF 60 SPACEBOY CAKE CASES,1,7/20/2011 12:58,0.55,17841.0,United Kingdom
553088,22383,LUNCH BAG SUKI DESIGN ,20,5/13/2011 11:53,1.65,16180.0,United Kingdom
544646,21843,RED RETROSPOT CAKE STAND,1,2/22/2011 12:06,10.95,17075.0,United Kingdom
561507,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,7/27/2011 14:21,1.25,12397.0,Belgium
567306,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,9/19/2011 13:32,3.75,12752.0,Norway
570448,23341,PINK DINER WALL CLOCK,2,10/10/2011 14:55,8.5,13224.0,United Kingdom
537136,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,3,12/5/2010 12:42,3.25,12748.0,United Kingdom
560300,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,7/18/2011 10:29,1.0,14911.0,EIRE
553074,21206,STRAWBERRY HONEYCOMB  GARLAND ,1,5/13/2011 11:45,1.65,15529.0,United Kingdom
546378,21361,LOVE LARGE WOOD LETTERS ,3,3/11/2011 12:17,12.75,14329.0,United Kingdom
572227,23355,HOT WATER BOTTLE KEEP CALM,3,10/21/2011 14:01,4.95,15051.0,United Kingdom
580279,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,12/2/2011 13:12,0.85,15123.0,United Kingdom
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,12/1/2010 10:19,2.55,17511.0,United Kingdom
552229,21790,VINTAGE SNAP CARDS,1,5/6/2011 15:40,1.63,,United Kingdom
568059,23165,LARGE CERAMIC TOP STORAGE JAR,3,9/23/2011 12:58,1.65,13097.0,United Kingdom
537825,21231,SWEETHEART CERAMIC TRINKET BOX,4,12/8/2010 14:36,1.25,15005.0,United Kingdom
555602,22487,WHITE WOOD GARDEN PLANT LADDER,1,6/6/2011 11:26,9.95,16235.0,United Kingdom
545339,22846,BREAD BIN DINER STYLE RED ,1,3/2/2011 8:26,16.95,14292.0,United Kingdom
567660,23312,VINTAGE CHRISTMAS GIFT SACK,4,9/21/2011 15:02,4.15,17731.0,United Kingdom
547048,21114,LAVENDER SCENTED FABRIC HEART,10,3/20/2011 11:52,1.25,14911.0,EIRE
552493,21658,GLASS  BEURRE DISH,1,5/9/2011 16:21,8.29,,United Kingdom
547382,20726,LUNCH BAG WOODLAND,2,3/22/2011 15:31,1.65,15457.0,United Kingdom
565420,21485,RETROSPOT HEART HOT WATER BOTTLE,2,9/4/2011 12:09,4.95,16326.0,United Kingdom
562968,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/11/2011 10:55,1.65,14291.0,United Kingdom
541485,22515,CHILDS GARDEN SPADE PINK,1,1/18/2011 13:05,2.1,18118.0,United Kingdom
578833,20717,STRAWBERRY SHOPPER BAG,3,11/25/2011 15:23,2.46,,United Kingdom
575739,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,11/11/2011 9:05,2.46,,United Kingdom
561891,22697,GREEN REGENCY TEACUP AND SAUCER,2,7/31/2011 14:19,2.95,15438.0,United Kingdom
566917,22866,HAND WARMER SCOTTY DOG DESIGN,12,9/15/2011 14:37,2.1,18259.0,United Kingdom
555835,82482,WOODEN PICTURE FRAME WHITE FINISH,2,6/7/2011 12:34,2.55,14525.0,United Kingdom
576246,22095,LADS ONLY TISSUE BOX,3,11/14/2011 13:42,0.39,17566.0,United Kingdom
555350,21533,RETROSPOT LARGE MILK JUG,3,6/2/2011 12:08,4.95,17652.0,United Kingdom
567819,85176,SEWING SUSAN 21 NEEDLE SET,48,9/22/2011 12:42,0.85,14004.0,United Kingdom
566816,48138,DOORMAT UNION FLAG,10,9/15/2011 10:53,7.08,12731.0,France
580983,22354,RETROSPOT PADDED SEAT CUSHION,1,12/6/2011 16:26,7.46,,United Kingdom
562264,21975,PACK OF 60 DINOSAUR CAKE CASES,1,8/3/2011 16:14,1.25,,United Kingdom
567298,21889,WOODEN BOX OF DOMINOES,96,9/19/2011 12:29,1.25,12497.0,Germany
566294,82552,WASHROOM METAL SIGN,1,9/11/2011 15:41,1.45,15533.0,United Kingdom
578128,23565,EGG CUP MILKMAID HELGA ,12,11/23/2011 10:38,1.25,12919.0,United Kingdom
576329,22090,PAPER BUNTING RETROSPOT,1,11/14/2011 15:22,5.79,,United Kingdom
573814,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,11/1/2011 11:31,0.39,13268.0,United Kingdom
554415,23161,REGENCY CAKE FORK,12,5/24/2011 12:10,1.25,18202.0,United Kingdom
541202,85099F,JUMBO BAG STRAWBERRY,10,1/14/2011 12:09,1.95,17581.0,United Kingdom
544804,22470,HEART OF WICKER LARGE,40,2/23/2011 14:40,2.55,17504.0,United Kingdom
539436,21894,POTTING SHED SEED ENVELOPES,1,12/17/2010 14:49,2.51,,United Kingdom
552843,23078,ICE CREAM PEN LIP GLOSS ,24,5/11/2011 14:37,1.25,14649.0,United Kingdom
562024,23002,TRAVEL CARD WALLET SKULLS,1,8/1/2011 16:07,0.83,,United Kingdom
538652,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,12/13/2010 15:12,4.25,17890.0,United Kingdom
564187,22066,LOVE HEART TRINKET POT,8,8/23/2011 15:24,0.39,15005.0,United Kingdom
570488,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,3,10/10/2011 17:12,4.13,14096.0,United Kingdom
551775,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,5/4/2011 11:21,2.1,12886.0,United Kingdom
558240,23203,JUMBO BAG DOILEY PATTERNS,1,6/27/2011 15:27,4.13,,United Kingdom
C553910,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,5/19/2011 19:02,1.25,18168.0,United Kingdom
556906,20725,LUNCH BAG RED RETROSPOT,10,6/15/2011 13:07,1.65,12843.0,United Kingdom
577695,23430,BLUE RETRO KITCHEN WALL CLOCK,2,11/21/2011 11:55,8.15,15645.0,United Kingdom
551719,46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,5/3/2011 16:09,4.13,,United Kingdom
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,12/1/2010 10:29,165.0,13705.0,United Kingdom
551616,21034,REX CASH+CARRY JUMBO SHOPPER,1,5/3/2011 11:40,0.95,15048.0,United Kingdom
571439,23513,EMBROIDERED RIBBON REEL SUSIE ,12,10/17/2011 13:25,2.08,17206.0,United Kingdom
562113,20718,RED RETROSPOT SHOPPER BAG,1,8/2/2011 16:11,2.46,,United Kingdom
578042,22826,LOVE SEAT ANTIQUE WHITE METAL,6,11/22/2011 14:25,85.0,17500.0,United Kingdom
558738,21208,PASTEL COLOUR HONEYCOMB FAN,36,7/1/2011 15:35,0.39,12922.0,United Kingdom
563076,22956,36 FOIL HEART CAKE CASES,144,8/11/2011 16:12,1.85,14646.0,Netherlands
580367,22514,CHILDS GARDEN SPADE BLUE,3,12/2/2011 16:39,4.13,,United Kingdom
578705,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,11/25/2011 11:12,1.65,12531.0,Germany
575693,21811,HANGING HEART WITH BELL,48,11/10/2011 16:36,0.39,16979.0,United Kingdom
550001,21090,SET/6 COLLAGE PAPER PLATES,12,4/14/2011 9:28,0.39,17704.0,United Kingdom
567795,21219,SET/4 BADGES BALLOON GIRL,20,9/22/2011 11:44,1.25,14646.0,Netherlands
538863,21867,PINK UNION JACK  LUGGAGE TAG,3,12/14/2010 14:15,1.25,16919.0,United Kingdom
567670,22556,PLASTERS IN TIN CIRCUS PARADE ,3,9/21/2011 15:32,3.29,,United Kingdom
548664,22992,REVOLVER WOODEN RULER ,12,4/1/2011 14:45,1.95,14911.0,EIRE
576543,23131,MISTLETOE HEART WREATH CREAM,4,11/15/2011 12:50,4.15,13236.0,United Kingdom
556197,23284,DOORMAT KEEP CALM AND COME IN,2,6/9/2011 12:27,7.95,18065.0,United Kingdom
546896,22994,TRAVEL CARD WALLET RETROSPOT,1,3/17/2011 18:24,0.83,,United Kingdom
546884,21747,SMALL SKULL WINDMILL,6,3/17/2011 18:08,2.46,,United Kingdom
561894,22028,PENNY FARTHING BIRTHDAY CARD,12,7/31/2011 15:00,0.42,14456.0,United Kingdom
577300,85035C,ROSE 3 WICK MORRIS BOX CANDLE,12,11/18/2011 12:53,1.25,16924.0,United Kingdom
577473,21497,FANCY FONTS BIRTHDAY WRAP,25,11/20/2011 11:28,0.42,15919.0,United Kingdom
560996,22898,CHILDRENS APRON APPLES DESIGN,2,7/22/2011 13:53,1.95,17625.0,United Kingdom
580115,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,12/1/2011 16:22,2.46,,United Kingdom
553184,22847,BREAD BIN DINER STYLE IVORY,1,5/15/2011 12:33,16.95,13232.0,United Kingdom
559831,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,7/13/2011 9:58,1.65,14709.0,United Kingdom
576644,21809,CHRISTMAS HANGING TREE WITH BELL,1,11/16/2011 10:01,2.46,,United Kingdom
544308,21181,PLEASE ONE PERSON METAL SIGN,48,2/17/2011 14:11,1.85,16525.0,United Kingdom
553166,22487,WHITE WOOD GARDEN PLANT LADDER,4,5/13/2011 16:14,8.5,17655.0,United Kingdom
550470,22716,CARD CIRCUS PARADE,2,4/18/2011 13:49,0.83,,United Kingdom
541592,85034C,3 ROSE MORRIS BOXED CANDLES,2,1/19/2011 15:08,3.29,,United Kingdom
564733,21577,SAVE THE PLANET COTTON TOTE BAG,1,8/28/2011 13:18,2.25,17841.0,United Kingdom
541658,20751,FUNKY WASHING UP GLOVES ASSORTED,4,1/20/2011 12:16,2.1,15529.0,United Kingdom
571841,23332,IVORY WICKER HEART LARGE,4,10/19/2011 12:21,1.65,17625.0,United Kingdom
572227,21981,PACK OF 12 WOODLAND TISSUES ,12,10/21/2011 14:01,0.39,15051.0,United Kingdom
541811,21115,ROSE CARAVAN DOORSTOP,1,1/21/2011 15:01,14.13,,United Kingdom
571914,84992,72 SWEETHEART FAIRY CAKE CASES,24,10/19/2011 15:33,0.55,14776.0,United Kingdom
553680,22893,MINI CAKE STAND T-LIGHT HOLDER,12,5/18/2011 13:11,0.42,13258.0,United Kingdom
576055,22867,HAND WARMER BIRD DESIGN,12,11/13/2011 15:02,2.1,15449.0,United Kingdom
580729,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1,12/5/2011 17:24,3.29,,United Kingdom
569262,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,10/3/2011 11:36,1.25,14815.0,United Kingdom
566249,23323,WHITE WICKER STAR ,6,9/11/2011 12:09,2.1,13527.0,United Kingdom
556731,23240,SET OF 4 KNICK KNACK TINS DOILEY ,1,6/14/2011 11:41,4.15,18283.0,United Kingdom
573955,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,11/2/2011 10:51,7.95,14216.0,United Kingdom
574915,21218,RED SPOTTY BISCUIT TIN,24,11/7/2011 16:17,3.25,16779.0,United Kingdom
564256,20679,EDWARDIAN PARASOL RED,2,8/24/2011 10:45,5.95,14796.0,United Kingdom
543909,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,2/14/2011 12:32,3.29,,United Kingdom
573992,22776,SWEETHEART 3 TIER CAKE STAND ,1,11/2/2011 11:20,9.95,15275.0,United Kingdom
553390,71406C,BLACK ORANGE SQUEEZER,1,5/16/2011 16:41,0.42,17841.0,United Kingdom
551268,90160B,RED BOUDICCA LARGE BRACELET,1,4/27/2011 12:08,6.95,16965.0,United Kingdom
581423,21154,RED RETROSPOT OVEN GLOVE ,10,12/8/2011 15:24,1.25,16688.0,United Kingdom
546429,22804,CANDLEHOLDER PINK HANGING HEART,3,3/13/2011 15:25,2.95,17611.0,United Kingdom
541516,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,1/18/2011 17:34,3.29,,United Kingdom
555400,22427,ENAMEL FLOWER JUG CREAM,22,6/2/2011 17:50,5.45,14088.0,United Kingdom
576329,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,11/14/2011 15:22,1.63,,United Kingdom
556341,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",6,6/10/2011 11:36,2.55,16614.0,United Kingdom
572284,23486,ANTIQUE HEART SHELF UNIT,1,10/23/2011 12:08,16.65,16744.0,United Kingdom
550279,22087,PAPER BUNTING WHITE LACE,7,4/15/2011 13:16,2.95,14700.0,United Kingdom
577438,20754,RETROSPOT RED WASHING UP GLOVES,2,11/20/2011 11:09,2.1,18118.0,United Kingdom
575177,22603,CHRISTMAS RETROSPOT TREE WOOD,1,11/8/2011 18:41,1.63,,United Kingdom
546315,22084,PAPER CHAIN KIT EMPIRE,6,3/11/2011 8:31,2.95,16558.0,United Kingdom
550360,22071,SMALL WHITE RETROSPOT MUG IN BOX ,2,4/18/2011 10:55,3.75,14978.0,United Kingdom
580744,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/6/2011 9:31,0.72,13694.0,United Kingdom
556954,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,6/16/2011 8:38,0.42,15585.0,United Kingdom
573601,23369,SET 36 COLOUR PENCILS LOVE LONDON,9,10/31/2011 15:24,1.25,,United Kingdom
556495,22231,JIGSAW TREE WITH BIRDHOUSE,4,6/12/2011 15:14,0.59,18069.0,United Kingdom
567204,23074,EMBOSSED HEART TRINKET BOX,6,9/19/2011 10:43,2.08,15365.0,United Kingdom
570488,22814,CARD PARTY GAMES ,4,10/10/2011 17:12,0.42,14096.0,United Kingdom
562024,22584,PACK OF 6 PANNETONE GIFT BOXES,1,8/1/2011 16:07,4.96,,United Kingdom
572058,22212,FOUR HOOK  WHITE LOVEBIRDS,1,10/20/2011 12:43,2.1,18252.0,United Kingdom
C554540,22847,BREAD BIN DINER STYLE IVORY,-2,5/24/2011 17:49,14.95,15125.0,United Kingdom
544323,21829,DINOSAUR KEYRINGS ASSORTED,1,2/17/2011 15:51,0.42,,United Kingdom
580367,22821,GIFT BAG PSYCHEDELIC APPLES,1,12/2/2011 16:39,0.83,,United Kingdom
567542,23356,LOVE HOT WATER BOTTLE,6,9/21/2011 10:16,5.95,16626.0,United Kingdom
581498,22386,JUMBO BAG PINK POLKADOT,1,12/9/2011 10:26,4.13,,United Kingdom
571442,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,10/17/2011 13:39,2.95,17049.0,United Kingdom
568062,84926D,LA PALMIERA TILE COASTER,24,9/23/2011 13:18,0.29,14014.0,United Kingdom
577050,84879,ASSORTED COLOUR BIRD ORNAMENT,24,11/17/2011 13:59,1.69,14191.0,United Kingdom
544453,22117,METAL SIGN HER DINNER IS SERVED ,2,2/20/2011 13:06,2.95,17214.0,United Kingdom
541423,10133,COLOURING PENCILS BROWN TUBE,2,1/17/2011 17:54,0.79,,United Kingdom
C572556,21098,CHRISTMAS TOILET ROLL,-36,10/24/2011 17:26,1.06,17317.0,United Kingdom
540647,22066,LOVE HEART TRINKET POT,8,1/10/2011 14:57,1.45,17406.0,United Kingdom
562113,22417,PACK OF 60 SPACEBOY CAKE CASES,1,8/2/2011 16:11,1.25,,United Kingdom
549735,21935,SUKI  SHOULDER BAG,20,4/12/2011 8:42,1.65,13824.0,United Kingdom
573543,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,10/31/2011 13:05,1.95,17777.0,United Kingdom
554375,22710,WRAP I LOVE LONDON ,25,5/24/2011 11:29,0.42,18044.0,United Kingdom
560248,23140,TRIPLE WIRE HOOK IVORY HEART,2,7/17/2011 12:24,4.15,16255.0,United Kingdom
574258,22750,FELTCRAFT PRINCESS LOLA DOLL,1,11/3/2011 13:50,3.75,16891.0,United Kingdom
549733,15056N,EDWARDIAN PARASOL NATURAL,2,4/11/2011 16:56,5.95,17827.0,United Kingdom
564995,23322,LARGE WHITE HEART OF WICKER,1,8/31/2011 16:09,2.95,16780.0,United Kingdom
565596,84673A,PINK FLY SWAT,1,9/5/2011 14:27,0.65,16444.0,United Kingdom
568207,22153,ANGEL DECORATION STARS ON DRESS,48,9/25/2011 15:34,0.42,15150.0,United Kingdom
578662,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,11/24/2011 16:51,2.95,17516.0,United Kingdom
564857,48185,DOORMAT FAIRY CAKE,1,8/31/2011 9:23,14.13,,United Kingdom
569024,21485,RETROSPOT HEART HOT WATER BOTTLE,3,9/30/2011 10:04,4.95,12822.0,United Kingdom
551995,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,8,5/5/2011 15:42,2.46,,United Kingdom
551445,22084,PAPER CHAIN KIT EMPIRE,1,4/28/2011 15:58,2.95,17991.0,United Kingdom
550470,90005A,JADE GREEN ENAMEL HAIR COMB,1,4/18/2011 13:49,2.07,,United Kingdom
546007,90214M,"LETTER ""M"" BLING KEY RING",1,3/8/2011 15:34,0.83,,United Kingdom
554505,21169,YOU'RE CONFUSING ME METAL SIGN ,12,5/24/2011 15:14,1.69,17521.0,United Kingdom
555076,23182,TOILET SIGN OCCUPIED OR VACANT,24,5/31/2011 12:11,0.83,13900.0,United Kingdom
542192,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5,1/26/2011 11:27,2.1,14049.0,United Kingdom
538349,21174,POTTERING IN THE SHED METAL SIGN,3,12/10/2010 14:59,4.21,,United Kingdom
